id_venda,id_pedido,data_venda,data_envio,id_cliente,nome_cliente,email_cliente,cidade_cliente,estado_cliente,categoria_produto,produto,marca,quantidade,valor_unitario,valor_venda,desconto,frete,canal,forma_pagamento,parcelas,status_pagamento,transportadora,status_entrega
475,PED-77126,2024-07-31,2024-05-12,220,Anna Liz Montenegro,marquesrenan@example.net,Souza,BA,Roupas,Voluptates,Genérica,3,353.91,1249.58,0,74.61,Aplicativo,Boleto,12,Recusado,Jadlog,Em trânsito
476,PED-74188,2025-03-22,2024-09-06,934,Maria Cecília Vargas,mbarbosa@example.net,Peixoto do Campo,MA,eletronicos,Officia,Genérica,4,504.3,2335.63,0,26.54,SITE,Débito,1,Recusado,Correios,Em trânsito
477,PED-74659,2024-04-03,2024-12-22,845,Zoe Costela,alvesjose-miguel@example.net,Siqueira Grande,DF,Casa,Et,Genérica,1,346.37,792.42,10,51.05,app,Pix,1,Aprovado,Total Express,Atrasado
478,PED-80383,2024-08-04,2026-01-20,287,Eloah da Paz,nribeiro@example.com,Viana da Praia,AP,Roupas,Quod,Samsung,4,1981.55,342.25,0,63.9,app,Boleto,3,Aprovado,Correios,Atrasado
479,PED-74304,2026-01-06,2024-10-10,947,Davi Luiz Caldeira,wandrade@example.net,Nascimento,ES,Casa,Mollitia,Nike,4,1714.92,431.6,20,63.48,app,Boleto,12,Pendente,Correios,Entregue
480,PED-92318,2025-09-09,2024-03-15,718,Elisa Novais,vitor-hugo17@example.com,Moura do Oeste,MA,Roupas,At,Genérica,5,3106.59,1287.13,30,46.95,App,Débito,6,Aprovado,Correios,Em trânsito
481,PED-40575,2024-03-13,2024-03-20,1169,Anthony Gabriel Cavalcante,garciacaleb@example.org,Rodrigues,MA,Beleza,Quasi,Genérica,5,1028.73,747.89,10,104.15,app,Pix,1,aprovado,Jadlog,Atrasado
482,PED-35685,2025-04-25,2025-10-15,269,Henry Gabriel Nunes,davi-lucas86@example.net,Pereira Grande,SC,Eletrônicos,Aliquam,Genérica,1,1213.13,1465.81,30,0.16,Site,Pix,3,Pendente,Correios,Atrasado
483,PED-19808,2024-12-07,2024-12-22,288,Erick Rios,maria-lizmoraes@example.com,Pastor,AM,Casa,Maxime,Samsung,1,2292.11,1883.53,20,63.7,Site,Crédito,1,Pendente,Jadlog,Entregue
484,PED-26746,2025-08-25,2025-05-23,32,Larissa Melo,leonardoabreu@example.net,Sampaio das Flores,RJ,Beleza,Maiores,LG,5,1258.4,637.25,10,39.14,Aplicativo,Débito,12,aprovado,Correios,Atrasado
485,PED-16406,2025-08-04,2024-09-14,282,Joaquim Albuquerque,alvesmaria-clara@example.net,Viana de Rios,SC,eletronicos,Delectus,Adidas,4,1745.23,2879.03,30,85.84,App,Débito,1,aprovado,Total Express,Em trânsito
486,PED-49796,2025-12-13,2024-12-09,947,Luiz Henrique Novais,qrezende@example.org,Duarte,RR,Casa,Tempora,Nike,4,415.03,2522.99,30,60.72,app,Débito,1,Pendente,Jadlog,Atrasado
487,PED-87068,2024-06-25,2025-05-16,917,Clarice Andrade,laurasantos@example.com,Caldeira,PA,Beleza,Ipsa,Genérica,4,2824.88,2490.53,10,94.33,app,Pix,2,Recusado,Correios,Atrasado
488,PED-81614,2024-06-03,2025-05-06,458,Jade Vasconcelos,bmoraes@example.net,Borges Verde,CE,Eletrônicos,Culpa,LG,4,3127.8,3357.13,0,101.57,Aplicativo,Boleto,3,Aprovado,Jadlog,Em trânsito
489,PED-82868,2025-03-03,2024-10-28,229,Mathias Monteiro,leandrocavalcante@example.com,Almeida,RS,Roupas,Vel,LG,3,1299.07,802.29,0,64.48,Aplicativo,Pix,1,Recusado,Correios,Em trânsito
490,PED-94857,2025-02-21,2025-03-15,234,Dra. Agatha Machado,raul72@example.net,da Cunha do Norte,GO,Eletrônicos,Est,Genérica,4,725.24,1229.86,0,111.9,Aplicativo,Pix,1,Pendente,Total Express,Em trânsito
491,PED-75644,2024-09-08,2024-12-12,1017,Camila Leão,camposmaria-fernanda@example.org,Abreu,MA,Roupas,Nobis,Genérica,5,3156.26,3117.29,0,22.31,SITE,Débito,6,Aprovado,Total Express,Em trânsito
492,PED-70628,2024-08-15,2024-04-19,701,Ana Carolina Andrade,vandrade@example.com,Sá de Pires,RR,Roupas,Soluta,Nike,1,2510.62,2549.46,0,55.2,Site,Pix,12,Aprovado,Total Express,Em trânsito
493,PED-23999,2025-06-20,2025-08-10,1162,Miguel Aparecida,luigi21@example.org,Pimenta,BA,Beleza,Consectetur,LG,3,302.12,2189.74,0,70.22,Aplicativo,Pix,6,Aprovado,Correios,Em trânsito
494,PED-91179,2025-06-30,2025-07-25,385,Josué da Conceição,fonsecamaria-laura@example.org,Sales de Sá,MG,Beleza,Est,LG,5,3308.76,1771.58,0,116.09,app,Crédito,1,aprovado,Total Express,Em trânsito
495,PED-28748,2025-07-06,2025-07-04,349,Ana Sophia Aragão,eduardasilva@example.net,Vargas do Norte,BA,Eletrônicos,Beatae,Adidas,5,469.73,1682.28,30,51.88,SITE,Boleto,6,aprovado,Jadlog,Atrasado
496,PED-15257,2024-09-22,2025-02-21,1103,Raul Lima,leandro86@example.net,Araújo da Prata,PR,Roupas,Enim,Apple,5,317.85,1402.92,10,101.55,Aplicativo,Crédito,6,Recusado,Jadlog,Entregue
497,PED-37894,2025-08-15,2025-12-25,127,Maria Isis Moura,kevincarvalho@example.org,Lima,GO,Eletrônicos,At,Adidas,5,1824.89,1663.57,0,24.04,app,Débito,3,Recusado,Correios,Em trânsito
498,PED-57032,2026-01-17,2024-09-13,762,Dra. Stephany da Luz,maria-clararios@example.net,Abreu de Moreira,SC,Beleza,Perferendis,Nike,4,1791.9,2730.88,0,104.83,Aplicativo,Crédito,6,Aprovado,Jadlog,Atrasado
499,PED-50418,2025-12-02,2025-11-21,1123,Rhavi da Cruz,manuelapires@example.net,Santos,GO,Beleza,Repellat,Genérica,2,2177.6,2458.0,0,32.54,SITE,Crédito,1,Recusado,Total Express,Atrasado
500,PED-62475,2025-09-18,2024-02-13,657,Rael Garcia,mendescaue@example.net,Sousa,PI,eletronicos,Delectus,Samsung,1,2519.83,2695.67,0,32.28,app,Pix,6,Aprovado,Total Express,Atrasado
501,PED-65642,2024-12-12,2025-10-02,921,José Miguel Ramos,qsiqueira@example.net,Alves,RJ,eletronicos,Tenetur,Adidas,5,1793.15,3066.85,10,76.64,App,Crédito,1,Pendente,Jadlog,Em trânsito
502,PED-70517,2025-11-30,2024-11-24,687,Bella Dias,vcavalcanti@example.com,Ribeiro da Praia,RN,Beleza,Eveniet,Genérica,4,3082.25,2255.77,0,61.68,App,Crédito,12,Recusado,Correios,Entregue
503,PED-64866,2024-03-27,2025-02-21,676,Camila Ferreira,zfreitas@example.org,Mendes das Flores,CE,Beleza,Natus,Nike,5,2656.02,635.45,0,114.37,app,Pix,1,Pendente,Total Express,Em trânsito
504,PED-75514,2024-10-01,2024-06-11,271,Dra. Mariane Cassiano,hsouza@example.org,da Rosa de Leão,AL,Eletrônicos,Possimus,LG,1,1666.75,2136.52,20,38.67,Site,Pix,1,Pendente,Total Express,Entregue
505,PED-55867,2025-03-09,2025-04-11,765,Maria Laura Cunha,maria-sophiacosta@example.com,Rezende de Castro,CE,Eletrônicos,In,Adidas,5,412.37,975.39,0,95.3,Site,Débito,3,Aprovado,Correios,Em trânsito
506,PED-33920,2025-03-04,2025-03-08,474,Ana Vitória Freitas,agathacorreia@example.org,Abreu,RJ,Casa,Blanditiis,Apple,1,1519.5,254.16,10,12.28,SITE,Pix,1,Aprovado,Correios,Entregue
507,PED-29150,2025-10-11,2025-08-03,919,Daniela Barbosa,duarteana-julia@example.org,Barbosa,PR,Eletrônicos,Hic,Samsung,4,2538.91,906.4,30,80.42,SITE,Boleto,1,Aprovado,Jadlog,Entregue
508,PED-13604,2024-04-08,2025-03-04,517,Dra. Lorena Câmara,brayancasa-grande@example.net,da Luz,SE,Eletrônicos,Cum,Samsung,1,1308.75,3385.63,0,70.06,Site,Crédito,1,Pendente,Jadlog,Entregue
509,PED-16305,2025-09-24,2024-08-27,454,Davi Luiz Mendes,bda-rocha@example.org,Andrade de Vieira,AC,Eletrônicos,Aut,Adidas,1,3321.63,1603.64,20,59.11,SITE,Pix,6,Pendente,Total Express,Atrasado
510,PED-41280,2025-02-08,2025-06-17,106,Júlia Albuquerque,novaeslucas-gabriel@example.org,Novaes de Minas,PB,Casa,Sed,LG,5,832.69,2821.43,10,66.26,Site,Débito,12,Pendente,Correios,Entregue
511,PED-93592,2025-03-04,2024-02-07,288,Sra. Ana Julia Souza,theodoro77@example.net,Cardoso,RO,Eletrônicos,Exercitationem,Genérica,2,1669.0,785.55,30,81.98,SITE,Boleto,12,Aprovado,Correios,Entregue
512,PED-18127,2025-05-10,2025-02-24,584,Theodoro Ribeiro,jose-miguelnovaes@example.org,Melo,RJ,Roupas,Facilis,Samsung,5,1607.38,431.54,10,29.06,App,Débito,12,Pendente,Jadlog,Atrasado
513,PED-18655,2025-10-10,2025-02-14,282,Srta. Ágatha da Paz,scampos@example.com,Sales,TO,Beleza,Impedit,Samsung,1,1887.02,1416.96,0,35.81,App,Crédito,1,Recusado,Total Express,Em trânsito
514,PED-30151,2024-12-20,2024-05-31,954,Olívia Cavalcanti,correiamilena@example.com,Rodrigues das Flores,RJ,Beleza,Veniam,Apple,5,3207.25,2801.9,10,44.99,Aplicativo,Débito,6,Recusado,Correios,Em trânsito
515,PED-54814,2024-12-27,2025-02-27,118,Heitor Fonseca,hsales@example.net,Moreira da Mata,PR,eletronicos,Harum,Apple,3,1394.83,851.09,0,40.53,App,Crédito,2,Pendente,Jadlog,Entregue
516,PED-32483,2024-01-29,2024-05-01,577,Sr. Pedro Henrique Fogaça,isilveira@example.org,Cassiano de Casa Grande,RJ,eletronicos,Quae,LG,1,1839.06,656.49,0,80.83,SITE,Pix,3,Pendente,Jadlog,Entregue
517,PED-19756,2025-08-30,2025-12-23,220,Sra. Maria Laura Carvalho,pintolarissa@example.com,Rocha Verde,MS,eletronicos,Fuga,Samsung,4,1229.01,1835.22,0,101.21,Aplicativo,Pix,3,Recusado,Jadlog,Atrasado
518,PED-89800,2024-12-17,2024-08-26,831,Pedro Miguel Sá,azevedoeloa@example.com,Cunha,AP,Roupas,Quas,Samsung,1,1704.73,1187.11,0,52.75,Aplicativo,Crédito,6,Recusado,Total Express,Em trânsito
519,PED-81676,2025-02-10,2025-06-10,333,Lucas Gabriel Pastor,mendoncaaugusto@example.net,Cirino do Campo,PI,Eletrônicos,Debitis,Samsung,5,3021.18,367.14,20,83.03,Site,Crédito,2,aprovado,Total Express,Atrasado
520,PED-89298,2025-06-08,2024-09-13,948,Bella da Conceição,jda-paz@example.net,Costela,PI,Beleza,Architecto,Genérica,1,1160.38,3236.07,0,57.23,SITE,Boleto,6,Recusado,Correios,Entregue
521,PED-48840,2025-10-19,2024-09-07,652,Ian Guerra,rda-cruz@example.net,Moreira,PE,Beleza,Dolores,Adidas,5,1499.76,127.35,0,75.04,SITE,Débito,1,Recusado,Correios,Atrasado
522,PED-51634,2025-04-05,2025-11-07,871,Leonardo Garcia,heitorcavalcanti@example.org,Vieira,RS,eletronicos,Ratione,Genérica,4,2194.43,3339.57,30,23.37,SITE,Crédito,1,aprovado,Total Express,Em trânsito
523,PED-20383,2025-02-03,2025-02-28,1112,Julia Dias,barbosamaria-vitoria@example.com,Dias,SP,Casa,Mollitia,Adidas,3,1643.34,742.0,30,27.61,Site,Pix,1,Pendente,Jadlog,Entregue
524,PED-28221,2025-10-06,2025-07-28,854,Sara Nunes,da-rochaalice@example.net,Borges Paulista,TO,eletronicos,Voluptatibus,Nike,1,779.26,2706.16,0,94.09,Site,Pix,6,aprovado,Jadlog,Entregue
525,PED-24486,2024-07-18,2025-03-14,564,Amanda Almeida,wguerra@example.org,Moreira,SP,Eletrônicos,Aliquid,Nike,4,1533.31,522.25,0,51.92,Site,Débito,1,Aprovado,Correios,Em trânsito
526,PED-48019,2024-02-01,2024-03-23,1170,Sra. Lorena Caldeira,yanda-mata@example.com,Albuquerque,SC,Beleza,Dignissimos,LG,3,2699.25,2743.5,0,28.57,app,Débito,2,Pendente,Jadlog,Em trânsito
527,PED-50647,2025-06-16,2024-12-01,287,Liam Pereira,rodriguesisaque@example.com,Novaes de da Paz,DF,Roupas,Blanditiis,Adidas,3,2378.34,441.01,0,118.12,app,Débito,12,Recusado,Correios,Atrasado
528,PED-35603,2025-06-04,2025-07-10,710,Lorenzo Correia,luan09@example.org,Barbosa do Norte,RJ,Beleza,Placeat,Apple,1,1926.6,887.42,30,86.54,SITE,Crédito,12,Recusado,Total Express,Atrasado
529,PED-34228,2024-08-08,2024-12-06,329,Pietra Pastor,maria-julianunes@example.org,Albuquerque,AP,Casa,Nam,LG,1,505.07,461.96,10,29.93,Aplicativo,Boleto,2,aprovado,Total Express,Em trânsito
530,PED-70742,2025-03-24,2024-10-18,932,Olívia Carvalho,qleao@example.com,Vargas,AM,Beleza,Magni,Samsung,5,317.57,178.66,0,74.32,Site,Boleto,1,Recusado,Total Express,Entregue
531,PED-51506,2025-09-11,2025-02-17,718,Davi Luiz Ribeiro,marcelarezende@example.org,Leão,RR,Eletrônicos,Explicabo,Genérica,1,2256.82,3001.19,0,100.91,Aplicativo,Débito,1,Aprovado,Total Express,Atrasado
532,PED-48606,2024-10-28,2024-02-05,453,Dra. Laura Gomes,rhavipinto@example.org,Oliveira,CE,Beleza,Minus,Samsung,2,243.31,2109.3,0,1.5,App,Débito,12,Aprovado,Correios,Em trânsito
533,PED-48372,2024-06-06,2024-06-23,751,Vinícius Correia,theodorosiqueira@example.org,Pacheco das Pedras,PE,Roupas,Molestias,LG,5,2403.1,3237.39,20,19.32,Site,Débito,1,Aprovado,Total Express,Entregue
534,PED-30930,2025-09-08,2024-02-01,1058,Bárbara Campos,duartemaria-flor@example.org,Ribeiro,AM,Roupas,Quasi,Genérica,5,1494.14,3341.89,0,32.32,App,Débito,1,aprovado,Total Express,Em trânsito
535,PED-95270,2025-05-11,2024-08-27,118,Sr. Joaquim Costa,pedro-henrique65@example.net,Guerra da Mata,MA,Roupas,Molestias,LG,2,2174.27,402.41,0,23.79,App,Crédito,1,Pendente,Jadlog,Atrasado
536,PED-60095,2024-08-16,2024-10-12,901,Mateus Sampaio,da-costalaura@example.org,Rocha de Goiás,TO,Eletrônicos,Itaque,Adidas,5,2975.12,2621.47,30,10.78,Aplicativo,Crédito,6,Aprovado,Correios,Entregue
537,PED-27403,2024-03-26,2025-06-19,572,Calebe Montenegro,gomesdaniela@example.com,Costa de Monteiro,AM,Casa,Esse,Nike,3,1825.81,1413.74,0,73.08,Site,Débito,2,Aprovado,Total Express,Atrasado
538,PED-56846,2024-05-24,2025-12-18,80,Sr. Ryan Lima,matteo21@example.org,Sampaio Paulista,DF,Roupas,Doloremque,Nike,1,2749.58,1768.93,0,34.34,Aplicativo,Débito,1,Pendente,Correios,Entregue
539,PED-41776,2024-12-21,2024-07-07,946,Pietro Cunha,rodrigobarros@example.net,da Costa dos Dourados,BA,Beleza,Rerum,LG,2,3236.72,991.84,20,23.54,Aplicativo,Boleto,1,aprovado,Correios,Entregue
540,PED-34832,2024-12-21,2025-03-05,573,Ana Laura Rios,otaviofernandes@example.org,Nogueira dos Dourados,TO,Casa,Dolorum,Adidas,5,1894.46,605.51,10,11.23,Site,Pix,1,Pendente,Correios,Entregue
541,PED-28978,2025-09-10,2025-05-02,535,Ana Cecília Fonseca,aurora12@example.org,Souza,CE,Beleza,Commodi,LG,1,1395.85,168.54,30,107.89,app,Crédito,3,Pendente,Correios,Em trânsito
542,PED-92994,2024-08-06,2024-02-16,576,Davi das Neves,luan47@example.com,Vargas da Prata,BA,Roupas,Quo,Adidas,5,799.01,3151.52,0,12.99,Aplicativo,Boleto,1,Pendente,Correios,Em trânsito
543,PED-95851,2025-11-30,2025-04-16,53,Elisa Andrade,theo83@example.net,Pinto do Sul,SE,Casa,Explicabo,Genérica,3,285.08,1715.74,30,58.22,SITE,Pix,1,Aprovado,Jadlog,Em trânsito
544,PED-66175,2024-11-23,2024-10-13,210,Felipe Albuquerque,gabriela89@example.net,Porto,SP,Roupas,Veniam,Samsung,2,841.81,563.66,20,39.71,App,Crédito,12,Pendente,Correios,Em trânsito
545,PED-24183,2024-10-11,2024-08-12,824,Dr. Murilo Leão,raul34@example.net,Siqueira de Alves,DF,eletronicos,Natus,Samsung,4,302.17,3084.7,20,0.09,App,Pix,1,aprovado,Correios,Atrasado
546,PED-78006,2025-06-02,2024-10-17,523,Sr. Ian Nogueira,maysamendes@example.com,Santos de Garcia,RR,Eletrônicos,Labore,Apple,5,2761.47,2492.05,0,40.53,Aplicativo,Débito,1,Aprovado,Jadlog,Atrasado
547,PED-71698,2024-07-08,2024-06-13,44,Marcela Oliveira,maria-flor49@example.org,Pacheco do Norte,SP,eletronicos,Distinctio,Genérica,5,1423.47,3425.78,30,13.31,Aplicativo,Pix,1,Aprovado,Jadlog,Entregue
548,PED-80062,2024-12-10,2025-05-12,1063,Dr. Thomas Mendonça,marina17@example.org,Pires,PA,Casa,Distinctio,Nike,5,2163.81,541.6,0,42.95,App,Pix,3,Pendente,Jadlog,Em trânsito
549,PED-89580,2025-09-06,2025-11-09,265,Dra. Maria Clara Monteiro,brocha@example.com,Machado,BA,Casa,Mollitia,LG,4,1404.05,3313.28,20,63.29,Site,Boleto,12,Aprovado,Jadlog,Em trânsito
550,PED-53991,2024-05-11,2025-12-12,14,Eduardo Siqueira,mariananogueira@example.org,Nunes,SC,eletronicos,Labore,Adidas,1,2959.67,707.26,0,55.46,app,Crédito,2,Recusado,Jadlog,Atrasado
551,PED-24281,2025-12-28,2024-12-22,820,Aylla Moraes,jose97@example.org,Garcia da Prata,DF,Beleza,Consectetur,Nike,4,568.23,822.54,0,61.44,Site,Boleto,6,Recusado,Total Express,Em trânsito
552,PED-76719,2025-09-20,2026-01-19,847,Sara Monteiro,fpinto@example.net,Novais,RJ,Roupas,Est,Nike,4,3055.74,1001.1,30,55.79,SITE,Pix,6,Aprovado,Total Express,Atrasado
553,PED-75137,2024-03-31,2026-01-16,589,Joaquim Freitas,jesustheodoro@example.org,Caldeira dos Dourados,PI,Beleza,Natus,LG,3,2766.75,3439.36,0,20.09,Aplicativo,Crédito,12,Aprovado,Total Express,Atrasado
554,PED-25722,2024-10-01,2025-08-22,637,Dra. Brenda Fonseca,joaquim57@example.com,Abreu do Campo,AC,Beleza,Occaecati,LG,5,1763.51,611.58,10,62.79,App,Débito,12,Aprovado,Correios,Entregue
555,PED-83037,2024-03-05,2024-10-28,938,Miguel Machado,cpimenta@example.com,Pacheco do Norte,PE,Roupas,Adipisci,Apple,5,2778.04,2019.63,10,6.87,Aplicativo,Boleto,2,Aprovado,Jadlog,Em trânsito
556,PED-95171,2025-07-26,2025-05-03,260,Sr. Enzo Sá,arthurcamara@example.com,Siqueira de Mendes,MA,Casa,Eligendi,Nike,4,2952.53,424.6,10,29.67,Aplicativo,Boleto,1,Pendente,Jadlog,Atrasado
557,PED-70984,2025-07-07,2026-01-13,498,Dra. Allana Cavalcanti,pimentaester@example.net,Pereira,SE,Roupas,Tempore,Apple,4,471.33,1105.54,10,69.45,App,Pix,2,aprovado,Correios,Em trânsito
558,PED-53780,2024-04-04,2025-05-15,366,Srta. Maria Laura Sousa,pintojulia@example.com,Vieira,MT,Beleza,Nihil,Nike,1,1842.37,1153.76,0,110.33,Site,Crédito,12,Recusado,Jadlog,Em trânsito
559,PED-71106,2025-09-20,2025-05-31,272,Ana Carolina Costa,gnascimento@example.net,Moura de Rios,CE,Casa,Repellat,Apple,1,2626.69,2192.5,10,23.85,App,Débito,12,Pendente,Total Express,Entregue
560,PED-39877,2025-05-30,2025-11-27,731,Dra. Hellena Marques,hellenada-costa@example.org,Cunha de da Mota,GO,Roupas,Rerum,Nike,1,1001.29,626.29,0,67.6,SITE,Pix,6,Recusado,Correios,Em trânsito
561,PED-14731,2025-07-24,2025-04-12,1104,Lívia das Neves,jade60@example.com,Ribeiro da Mata,AC,Casa,Maxime,Samsung,5,2173.57,2813.57,0,6.1,Site,Crédito,1,Recusado,Total Express,Atrasado
562,PED-41552,2024-10-10,2025-09-30,991,Isabella Ramos,lunnarezende@example.net,Pimenta,PA,Eletrônicos,Veniam,Nike,2,2387.05,2830.58,20,99.1,app,Boleto,12,Pendente,Total Express,Entregue
563,PED-93119,2025-11-03,2025-05-18,398,Júlia Pimenta,leaoana-sophia@example.org,Sá da Mata,AC,Roupas,Optio,Genérica,4,1343.16,2232.27,0,47.56,SITE,Boleto,1,Aprovado,Total Express,Atrasado
564,PED-70020,2025-02-17,2025-07-21,750,Joana Teixeira,acamara@example.net,Novaes de Fernandes,SC,Casa,Ab,Nike,2,178.56,1218.51,0,103.65,app,Boleto,1,Recusado,Correios,Entregue
565,PED-96936,2024-12-12,2024-03-21,123,Mariana Correia,silveiraana-cecilia@example.org,Borges de Sousa,SE,eletronicos,Ratione,Apple,2,2169.86,3136.4,30,27.71,App,Boleto,1,Aprovado,Jadlog,Em trânsito
566,PED-81673,2025-06-05,2025-01-26,742,Mariana Nunes,luiz-gustavorios@example.com,Moraes do Galho,PA,eletronicos,Quae,Genérica,5,2885.7,3348.86,10,46.86,Site,Pix,2,Pendente,Correios,Em trânsito
567,PED-20488,2026-01-22,2024-04-01,888,Sara Nogueira,estheralves@example.net,Viana,RR,Beleza,Accusantium,Genérica,5,250.01,2378.7,10,115.64,App,Débito,1,Pendente,Correios,Atrasado
568,PED-87793,2025-07-05,2024-07-21,435,Sra. Yasmin Campos,da-cruzluara@example.com,Silva de Nascimento,ES,Eletrônicos,Consequatur,Adidas,1,1314.84,3040.55,30,68.11,Site,Boleto,3,Pendente,Correios,Atrasado
569,PED-99625,2025-03-13,2025-12-18,626,João Lucas Moraes,lucca22@example.net,Rios,SE,Beleza,Quod,LG,2,3202.37,579.2,0,72.85,App,Boleto,6,aprovado,Total Express,Em trânsito
570,PED-62174,2024-02-27,2024-04-04,27,Dr. Benjamim Pires,melovitor-gabriel@example.net,Rodrigues da Serra,PB,Roupas,Soluta,Genérica,2,90.89,1100.8,20,28.49,app,Boleto,1,aprovado,Total Express,Entregue
571,PED-62474,2024-08-20,2025-08-08,434,Leonardo Carvalho,icavalcante@example.org,Dias de da Paz,TO,Beleza,Deserunt,Samsung,3,82.51,83.8,30,93.68,SITE,Pix,3,Recusado,Total Express,Entregue
572,PED-74859,2024-07-02,2024-12-28,653,Hadassa Santos,fernandosampaio@example.net,Sampaio Grande,SP,Eletrônicos,Totam,Adidas,4,3215.63,624.05,20,66.26,SITE,Crédito,3,Aprovado,Correios,Em trânsito
573,PED-19386,2025-05-01,2024-05-04,84,Pedro Lucas Fonseca,ifonseca@example.net,Fonseca,PB,Beleza,Esse,Nike,4,2714.37,605.17,20,7.38,SITE,Crédito,3,Recusado,Total Express,Atrasado
574,PED-21402,2025-10-18,2026-01-03,367,Brayan Vasconcelos,ana-luizasilveira@example.org,Araújo do Galho,AP,Eletrônicos,Nulla,Samsung,4,2129.25,3464.21,0,115.3,app,Boleto,6,Recusado,Correios,Entregue
575,PED-88993,2025-09-22,2025-04-04,990,Gabrielly Aragão,sousajosue@example.net,Siqueira Paulista,AP,Roupas,Cum,LG,5,1685.83,3225.68,10,47.95,Site,Crédito,1,Recusado,Correios,Atrasado
576,PED-28987,2024-12-17,2024-02-29,751,Sra. Maria Laura Lopes,heloisa52@example.com,Souza dos Dourados,BA,Beleza,Explicabo,Samsung,3,2523.35,1510.16,0,86.21,app,Pix,1,Pendente,Jadlog,Entregue
577,PED-16823,2025-07-19,2024-08-25,404,Emanuelly das Neves,teixeiraester@example.net,Pimenta de Goiás,SE,eletronicos,Numquam,Samsung,5,460.1,2679.21,0,114.84,app,Pix,2,Aprovado,Total Express,Entregue
578,PED-99948,2025-11-27,2024-06-01,707,Letícia Mendes,pedro-miguel05@example.com,Pereira de Mendes,PE,Eletrônicos,Distinctio,Apple,5,1918.87,177.42,30,10.1,SITE,Boleto,6,Pendente,Correios,Entregue
579,PED-16276,2025-06-13,2024-07-02,266,Miguel Casa Grande,enzoribeiro@example.org,Pimenta da Mata,PA,Eletrônicos,Libero,Samsung,5,1956.42,1470.83,30,8.11,Site,Débito,1,Recusado,Total Express,Entregue
580,PED-63424,2024-02-10,2025-11-03,87,Gustavo da Costa,enricofreitas@example.com,Gomes,MS,eletronicos,Impedit,LG,1,1541.49,1251.23,10,22.44,app,Pix,3,Aprovado,Total Express,Em trânsito
581,PED-16909,2025-07-22,2025-11-19,539,Valentim Leão,brunapacheco@example.net,Vasconcelos do Campo,PB,Eletrônicos,Odio,LG,5,1014.85,171.53,30,72.93,Site,Débito,1,Aprovado,Jadlog,Atrasado
582,PED-55839,2024-02-12,2024-08-14,353,Zoe Souza,yuricunha@example.com,da Cunha Grande,MA,eletronicos,Assumenda,Genérica,1,2524.62,370.62,20,58.31,Aplicativo,Boleto,2,Pendente,Correios,Atrasado
583,PED-38154,2025-04-30,2024-12-02,867,Sr. Diogo Nunes,brenopeixoto@example.com,Pires do Oeste,MG,Roupas,Itaque,Samsung,1,1341.14,831.9,0,63.84,App,Boleto,12,aprovado,Jadlog,Em trânsito
584,PED-48377,2025-08-14,2024-12-16,610,Letícia Nunes,alexia67@example.org,Camargo do Norte,MA,Casa,Ut,Samsung,2,2454.54,1717.92,0,22.32,Aplicativo,Crédito,1,Recusado,Jadlog,Em trânsito
585,PED-71558,2025-07-14,2024-07-29,564,Bento Borges,ifernandes@example.com,Freitas de da Rocha,AL,Casa,Nihil,Nike,3,1277.14,563.01,20,103.19,Site,Crédito,1,Pendente,Total Express,Em trânsito
586,PED-40655,2025-11-23,2025-09-21,637,Ana Sophia Porto,yuri99@example.com,Vargas do Galho,AC,Beleza,Beatae,LG,5,2791.97,1247.08,0,13.59,Aplicativo,Crédito,2,Aprovado,Correios,Em trânsito
587,PED-17202,2026-01-15,2025-11-05,421,Kamilly Mendes,aparecidaluisa@example.net,Souza,ES,Eletrônicos,Commodi,Apple,4,225.41,1293.11,30,50.75,Site,Crédito,1,aprovado,Jadlog,Atrasado
588,PED-22872,2024-09-09,2024-11-13,378,Vitor Hugo Viana,maria04@example.net,Pacheco,TO,Eletrônicos,Quas,Adidas,4,2223.49,686.56,30,49.98,SITE,Crédito,1,Aprovado,Correios,Entregue
589,PED-75387,2024-10-09,2025-02-21,79,Sophia Camargo,pedro-miguelvargas@example.org,da Rocha de Cirino,RN,Beleza,Repellendus,Samsung,2,1959.73,3241.88,30,47.59,SITE,Pix,1,Aprovado,Jadlog,Atrasado
590,PED-99329,2024-10-04,2024-03-20,408,Olivia Rios,jose-pedro66@example.com,Nogueira de Sales,TO,eletronicos,Unde,Genérica,4,3283.65,1677.62,0,13.6,Aplicativo,Boleto,1,aprovado,Jadlog,Entregue
591,PED-36234,2025-04-07,2024-08-17,39,Sra. Júlia Campos,monteirojoao-felipe@example.net,Oliveira do Galho,AC,Roupas,Accusantium,Genérica,1,812.47,2937.95,0,51.94,SITE,Pix,12,aprovado,Total Express,Em trânsito
592,PED-64436,2024-11-14,2024-09-21,854,Noah Siqueira,yago88@example.org,da Rocha do Norte,AL,Casa,Repudiandae,Nike,3,1395.15,2605.72,30,77.91,App,Crédito,2,aprovado,Correios,Atrasado
593,PED-38343,2025-05-08,2024-04-09,209,Davi Lucca Alves,gbrito@example.com,Sousa,PI,eletronicos,Mollitia,Samsung,4,2387.22,1881.69,10,30.29,app,Boleto,3,Pendente,Total Express,Em trânsito
