id_cliente,nome,email,sexo,data_nascimento,cidade,estado,data_cadastro,canal_aquisicao,tipo_cliente,score_credito
233,Giovanna Pereira,lais67@example.org,m,1954-02-28,Gonçalves,Santa Catarina,2024-09-01,Ads,PJ,673
234,Natália Alves,yduarte@example.net,F,1952-07-27,Rodrigues,BA,2023-04-19,Orgânico,pf,725
235,Gabriela Leão,lsa@example.org,F,1970-12-09,da Cunha,RR,2024-09-02,ads,PJ,674
236,Luiz Fernando Ferreira,luanaazevedo@example.com,m,1963-06-16,Cavalcante,CE,2024-11-20,Orgânico,pf,602
237,Julia da Rocha,ununes@example.net,m,1948-10-28,Cavalcante,AL,2023-05-10,Organico,PF,444
238,Carlos Eduardo Cirino,ana-clara43@example.com,F,1945-01-24,Gonçalves,sc,2025-03-21,Organico,PJ,674
239,Josué Mendes,enzo-gabriel41@example.com,M,1997-06-15,Cunha,Rondônia,2024-04-02,Ads,pf,849
240,Rafael Guerra,anthony97@example.org,M,1963-11-18,Melo,Minas Gerais,2023-04-25,Orgânico,PJ,568
241,Liam da Mota,arthur39@example.org,f,1977-08-27,Sampaio,mt,2025-02-23,Orgânico,PF,539
242,Davi Luiz Rios,manuela85@example.net,f,1963-09-10,Pinto,AC,2023-06-10,Social,PJ,635
243,Dr. Anthony Gabriel Ribeiro,oliveirafernanda@example.com,F,1958-12-15,Vasconcelos do Galho,es,2025-03-05,Ads,PJ,775
244,Valentim Ramos,apollo16@example.org,m,2004-02-09,Câmara,al,2023-03-26,Organico,PF,443
245,Sr. Rael Gonçalves,cauacasa-grande@example.org,M,1956-07-23,Azevedo,PA,2023-04-16,Orgânico,pf,418
246,Catarina Viana,davi-lucaspimenta@example.com,M,1995-10-24,Lima,PI,2025-06-28,Social,PF,697
247,Letícia Cassiano,ana-luizaduarte@example.net,f,1940-07-25,Cirino Verde,Maranhão,2025-03-30,Social,pf,458
248,Sophie Farias,peixotopedro-lucas@example.org,f,1983-11-25,Pereira,ce,2023-08-17,Ads,pf,717
249,Maria Alice Pinto,lais35@example.com,m,1979-04-20,Silveira,DF,2025-03-16,Orgânico,PF,754
250,Renan Silva,cassianoluiza@example.org,f,2003-01-17,Lopes,PA,2025-06-29,Orgânico,PF,676
251,Marcela Nascimento,mateusfernandes@example.com,m,1960-11-28,Aragão de Silveira,ES,2025-12-08,Organico,pf,494
252,Isabela Guerra,antonellaalves@example.com,M,1972-04-06,Novaes,Santa Catarina,2025-04-24,Ads,PJ,517
253,Melina Correia,luizasousa@example.net,M,2004-03-01,Aragão da Mata,RN,2025-07-12,Orgânico,PF,428
254,Evelyn da Conceição,bferreira@example.org,F,1991-09-01,Borges de Machado,BA,2024-03-25,Social,PF,900
255,Dr. Kaique Araújo,ncarvalho@example.com,F,1961-11-27,Ribeiro do Galho,PR,2023-12-14,Orgânico,PF,302
256,Ravi Mendes,anna-liz06@example.net,m,1984-01-08,Pereira Grande,RS,2023-11-16,ads,PJ,556
257,Marcela Fernandes,leonardofarias@example.com,F,1969-11-13,Dias da Praia,PB,2023-07-28,Ads,PF,315
258,Milena Rodrigues,dom37@example.net,m,1987-07-05,Oliveira Paulista,SP,2025-03-20,Social,pf,316
259,Catarina Leão,joao-felipeaparecida@example.org,F,1949-01-19,Brito,Ceará,2024-02-17,Ads,PF,731
260,Camila Lopes,enzo26@example.org,M,2007-03-02,Sousa,pe,2023-03-23,Ads,pf,759
261,Ester Costa,ceciliacostela@example.net,m,1953-04-05,Nascimento Alegre,al,2025-10-01,Social,PF,762
262,Sr. Ryan Borges,caldeirapedro-lucas@example.net,F,1962-10-01,Lopes,ma,2025-12-01,Ads,PJ,833
263,Heloisa Lopes,melissasilva@example.org,m,1940-08-26,Moreira,Mato Grosso,2024-01-22,Ads,PF,790
264,Gustavo Henrique Cavalcante,cmachado@example.com,f,1977-05-16,Silveira,Sergipe,2025-03-05,Ads,pf,754
265,Isis Moraes,oda-rosa@example.org,M,1985-12-18,Nunes,RN,2023-03-25,Orgânico,PJ,451
266,Ana Carolina Sampaio,heloisacampos@example.net,M,1997-01-10,Vargas,MT,2025-01-26,Orgânico,PJ,899
267,Erick Novaes,imacedo@example.org,m,1986-01-13,Correia,Paraíba,2025-08-02,Social,PJ,601
268,Ana Julia da Mota,aragaobarbara@example.org,f,1968-10-31,Costa do Norte,go,2024-02-23,Social,pf,401
269,Larissa Barbosa,heloisaduarte@example.org,M,1953-04-26,Rocha,sc,2026-01-30,Social,PJ,520
270,Agatha Guerra,davi-lucca02@example.com,f,1950-03-08,da Mata da Praia,Paraná,2023-09-16,ads,pf,647
271,Léo Garcia,caldeiraana-sophia@example.com,f,1967-12-04,Castro das Flores,Amapá,2024-05-17,Organico,PJ,397
272,Maria Luísa Novaes,maria-fernandamontenegro@example.com,m,1979-03-05,Porto,Rio Grande do Norte,2023-12-24,Orgânico,PJ,561
273,Dr. Alexandre Macedo,aliciaaragao@example.com,m,1971-09-03,Costa de Minas,SP,2024-11-29,Organico,PF,393
274,Isaac Cardoso,maria-alice95@example.com,M,1948-06-07,Albuquerque,SC,2023-09-15,Organico,PF,681
275,Maria Luiza Pastor,mirella47@example.org,F,1990-03-29,Barbosa,ac,2023-04-03,Ads,PJ,875
276,Emanuel Moraes,leonardo17@example.net,m,1991-08-05,Pimenta do Sul,sc,2023-10-25,Ads,pf,662
277,Giovanna Moreira,vasconcelosjoao-pedro@example.org,f,1961-08-15,Aparecida de Moreira,rr,2023-06-20,Ads,pf,619
278,Yago Duarte,ester65@example.net,m,1996-09-16,Almeida,TO,2023-08-06,Social,PJ,517
279,Sra. Maria Laura Almeida,danielda-conceicao@example.org,F,1944-10-19,Silva do Norte,sp,2024-08-17,Organico,PF,410
280,Manuela da Costa,lmarques@example.com,m,2003-08-07,Ramos do Galho,es,2024-08-31,Orgânico,PF,585
281,Milena Mendes,lcaldeira@example.com,F,1969-09-16,Brito,Mato Grosso do Sul,2024-05-01,Social,PJ,870
282,Bella Souza,oda-cunha@example.net,M,1987-11-17,da Luz,pa,2023-09-08,Orgânico,PF,484
283,Jade Pinto,joaquimda-rocha@example.com,m,1984-08-01,Ferreira de Rios,am,2023-05-28,Orgânico,pf,659
284,Srta. Maria Helena Montenegro,estherda-rosa@example.net,M,1991-02-16,Sales da Prata,TO,2024-07-13,ads,PJ,710
285,Dr. Bento Moura,larissamonteiro@example.net,M,1977-08-19,Gomes de Minas,RO,2023-06-12,Ads,PF,843
286,Nicole Cardoso,lucas59@example.org,F,1995-09-17,da Mata,Maranhão,2023-12-18,Organico,pf,649
287,Gabrielly Nogueira,antony25@example.com,F,1986-09-10,Mendonça do Galho,Acre,2024-10-13,Orgânico,PJ,632
288,Olivia Machado,alexandre13@example.org,M,1977-03-14,Ribeiro de Sousa,AL,2024-12-27,ads,PF,350
289,Maria Flor Siqueira,clarice96@example.com,M,1984-06-23,Macedo do Amparo,Rio Grande do Sul,2024-08-01,Organico,PJ,734
290,Sr. Ryan Pinto,talmeida@example.org,f,1999-11-19,Novaes do Sul,pe,2024-02-14,Organico,pf,579
291,João Gabriel Vargas,borgeshadassa@example.net,F,1973-10-08,Fogaça de da Mata,ma,2023-08-17,Ads,pf,740
292,Sr. Juan da Luz,zcampos@example.net,M,1941-09-05,Rodrigues da Prata,Paraná,2024-05-23,Social,pf,839
293,Sra. Bruna da Rosa,anthony01@example.net,m,1993-05-12,Porto,AM,2023-10-20,ads,pf,356
294,João Miguel Duarte,rochaclara@example.org,M,1979-05-19,Lima das Flores,AL,2024-02-06,Orgânico,PF,440
295,Catarina Cunha,laviniavieira@example.org,m,1950-11-10,da Rocha Alegre,Goiás,2023-04-01,Orgânico,PF,307
296,Lorena Cardoso,scosta@example.com,f,1940-04-20,Fonseca,sc,2023-06-20,Organico,PF,432
297,Antônio Rios,jpinto@example.org,f,1981-05-04,Aparecida do Galho,go,2023-06-16,ads,PJ,872
298,Davi Lucas Vieira,mrios@example.net,m,1962-09-10,Marques,SC,2024-05-05,Organico,PJ,343
299,Sr. Otávio Cassiano,gcavalcanti@example.net,f,1956-09-21,Marques de Rodrigues,ES,2024-01-16,Organico,PF,620
300,Yasmin Pimenta,mariana85@example.net,f,1980-05-07,Farias das Pedras,ce,2023-05-30,Organico,PJ,727
301,Ana Albuquerque,gaelcarvalho@example.org,m,1950-01-04,Pires da Praia,GO,2024-11-03,Organico,PF,632
302,Gabrielly Macedo,sophiafonseca@example.com,F,1987-12-19,Silveira,rj,2025-10-03,Organico,PJ,670
303,Gael Leão,arthur-gabrielfreitas@example.net,M,1981-07-05,Barros,Rondônia,2023-05-17,Ads,PF,746
304,Pietro da Mota,otto15@example.net,f,1980-01-29,da Rosa,ap,2025-04-03,Ads,pf,617
305,Dra. Ana da Conceição,raulsales@example.org,m,1971-10-22,da Cunha,MG,2025-12-17,Orgânico,PF,378
306,Vinicius Gonçalves,erickda-luz@example.org,M,1950-03-09,Pimenta,pe,2025-06-24,Social,PF,657
307,Maria Luísa Caldeira,aragaootavio@example.org,m,1958-06-14,da Cruz,rj,2025-06-17,ads,PF,405
308,Augusto Cirino,xrios@example.org,F,1972-10-03,da Cruz da Praia,Mato Grosso do Sul,2024-04-26,ads,PF,456
309,Kamilly Rios,theo56@example.com,M,1998-06-21,da Cunha do Campo,PA,2025-10-29,Organico,pf,877
310,Gabrielly Duarte,da-luzluiz-felipe@example.com,f,1964-07-19,Mendes,pa,2025-10-28,Social,PJ,630
311,Léo Pastor,ana-laura94@example.com,m,2001-08-11,Gonçalves,SE,2023-08-10,Organico,PF,780
312,Yago Novaes,sampaioisis@example.net,f,1972-05-02,Fonseca do Oeste,al,2023-12-25,Orgânico,pf,357
313,Esther Nunes,marquescalebe@example.org,m,1950-08-11,Camargo,pe,2024-09-17,Ads,pf,772
314,Ana Sophia da Paz,calebepires@example.net,f,1953-03-04,Garcia,MA,2023-02-11,Ads,pf,593
315,Ana Luiza Siqueira,arthur85@example.net,M,1965-11-05,Cardoso,ms,2024-04-01,Ads,PJ,819
316,Ryan Melo,joao-felipe07@example.com,f,1969-05-03,Machado do Norte,Pará,2023-12-07,Social,PJ,342
317,Henry Gabriel Pinto,bpimenta@example.com,f,1988-08-19,Freitas,ap,2024-04-16,ads,pf,787
318,Paulo Rocha,vianaguilherme@example.net,F,1946-10-07,Duarte de Aparecida,RJ,2023-07-28,Organico,PF,651
319,Lívia Ferreira,allana80@example.net,M,1971-03-21,Gonçalves da Serra,ba,2025-11-06,ads,PF,553
320,Gabrielly da Costa,imoura@example.net,f,1998-05-17,Rodrigues,Minas Gerais,2024-11-04,Social,PJ,462
321,Theo Albuquerque,davi-miguel24@example.net,m,2001-06-30,Silva das Flores,Roraima,2024-12-22,Orgânico,pf,718
322,Bruna Duarte,eduarda91@example.com,m,1963-05-04,Camargo de Sampaio,ap,2024-10-30,Social,PF,642
323,Dra. Valentina Leão,kda-cunha@example.com,M,1987-10-23,Souza de Melo,Pará,2023-10-13,Ads,PJ,695
324,Brenda Monteiro,novaesmarcelo@example.com,m,1973-08-27,Gomes,Acre,2025-10-04,Social,PF,641
325,Eduarda Gomes,barbosajose-pedro@example.org,M,1952-08-06,Teixeira,am,2024-12-06,ads,pf,617
326,Bruno Costa,lmoura@example.net,f,1964-07-31,Abreu de Goiás,SP,2025-06-07,Social,PJ,386
327,Aylla Borges,cavalcantikevin@example.com,m,1955-11-10,Andrade de Minas,ro,2025-02-21,Organico,PJ,636
328,Maria Eduarda Ribeiro,ccassiano@example.net,F,1973-10-02,Porto da Serra,df,2025-09-29,Social,PF,733
329,Caroline Rezende,da-pazclarice@example.net,m,1990-08-13,das Neves,PR,2024-07-22,Orgânico,pf,484
330,Levi Teixeira,ada-mota@example.net,F,1989-12-30,Gonçalves Alegre,Pará,2024-07-22,Organico,PF,531
331,Luiz Otávio Pacheco,sampaiohenry@example.org,F,2001-09-30,Vieira,MT,2023-07-15,Ads,pf,403
332,Erick Pires,rafaelapereira@example.com,M,1994-07-09,Sá,am,2024-06-16,Orgânico,PJ,434
333,Sra. Maria Julia Carvalho,alexandre35@example.com,f,2007-05-18,Cunha,AL,2024-03-21,ads,PF,469
334,João Miguel Sá,benjamin80@example.com,f,1959-03-14,Marques,MG,2024-03-11,Organico,pf,543
335,Camila Cunha,ibarbosa@example.org,f,1970-11-06,da Mota Paulista,pr,2023-05-10,Orgânico,PJ,759
336,Cecilia Ferreira,gael-henrique48@example.com,F,1970-05-12,Souza da Prata,pb,2023-10-25,ads,pf,780
337,Maria Helena Câmara,ana-cecilia86@example.net,F,1956-07-07,Machado de Ramos,Minas Gerais,2023-11-12,Social,pf,772
338,Luiz Fernando Fonseca,henriquemoraes@example.org,m,1981-05-24,Carvalho de Pimenta,Rio de Janeiro,2023-12-11,Social,PJ,728
339,Otto Fogaça,cavalcantiisabela@example.org,F,1943-10-08,Camargo da Mata,SE,2025-11-22,Social,PF,556
340,Sophie Costa,felipe69@example.com,M,1978-11-21,Souza,pe,2023-03-12,Organico,pf,867
341,Dra. Milena Cassiano,ravy71@example.org,M,1986-01-18,Duarte,ce,2025-02-10,Social,PF,591
342,Manuella Rezende,souzabianca@example.com,M,1948-12-26,Castro,AM,2023-06-17,Orgânico,pf,825
343,Dr. Raul Farias,costelaisis@example.net,F,1983-07-19,Souza dos Dourados,Sergipe,2024-01-31,Ads,PF,761
344,Sra. Isabelly Camargo,mandrade@example.org,m,1969-11-14,Sá do Norte,SP,2023-03-19,Organico,PF,705
345,Agatha Vargas,gabriela53@example.net,m,2005-10-03,Carvalho,PB,2024-01-08,Organico,PF,683
346,Dr. Theodoro Viana,ana-liz96@example.net,F,1989-03-30,Barros de Vargas,AP,2025-12-01,Orgânico,PF,643
347,Ravy Pimenta,bsousa@example.net,F,2000-07-13,Carvalho,RJ,2024-09-24,Ads,pf,783
348,Kaique da Mota,alexandre01@example.org,F,2003-11-03,Camargo,rj,2025-07-11,Organico,pf,305
349,Sr. Benício Abreu,machadomaria-clara@example.org,M,1947-12-01,Cassiano,TO,2024-01-25,Orgânico,PF,453
350,Liam da Mota,tnascimento@example.org,f,1991-11-12,Sousa,SC,2026-01-02,Orgânico,PF,608
351,Ana Sophia Vasconcelos,aviana@example.org,M,1949-06-06,Peixoto,PR,2024-10-25,ads,pf,768
352,Kaique Rodrigues,freitasdom@example.net,M,1993-08-23,Teixeira do Oeste,PI,2025-08-21,Organico,PJ,848
353,Vicente Novais,fogacaemanuella@example.com,M,1984-08-08,Sá,ap,2025-03-26,Social,PJ,547
354,Diego Caldeira,pedroteixeira@example.net,F,1956-11-09,Peixoto,Rio de Janeiro,2023-11-03,Organico,PF,661
355,Nina Sampaio,luana61@example.com,F,1980-06-25,Ribeiro,ms,2025-01-22,Organico,PF,387
356,Ana Cecília Santos,caldeiraisabelly@example.com,m,1947-04-04,Caldeira de Porto,AP,2023-03-02,Social,PJ,819
357,Ayla Ribeiro,cavalcanteisabel@example.org,M,1995-05-05,Ribeiro de Costa,Mato Grosso do Sul,2025-08-10,Organico,PF,696
358,Ana Sophia Albuquerque,aragaohellena@example.com,m,1967-01-21,Fonseca Grande,Goiás,2023-12-31,Ads,pf,369
359,Isabela Jesus,davi84@example.com,m,2005-07-05,Pinto do Norte,MG,2025-11-21,Ads,PJ,640
360,Ana Liz Brito,uaragao@example.net,F,1991-05-22,Cunha,PB,2025-06-05,Orgânico,PJ,646
361,José Pedro da Mota,moreirabeatriz@example.net,F,1957-10-27,da Luz,pi,2024-07-01,Organico,PJ,790
362,Giovanna da Luz,vitor34@example.net,F,1946-07-08,Macedo dos Dourados,CE,2023-10-16,Ads,PJ,768
363,Rael Macedo,guerravalentim@example.com,M,1955-05-17,Pastor,Sergipe,2023-04-12,ads,PF,504
364,Felipe Pimenta,fsampaio@example.net,M,1942-04-10,Nascimento,Maranhão,2024-01-09,Orgânico,PJ,707
365,Maria Fernanda Cirino,yteixeira@example.org,f,1987-11-11,da Rosa de Aragão,Rio Grande do Norte,2023-07-01,Ads,PJ,495
366,Gustavo Henrique Sales,peixotohenry-gabriel@example.com,m,2000-09-17,Garcia de Sales,Rio de Janeiro,2024-03-23,Ads,PJ,639
367,Lorena Borges,leonardopereira@example.org,m,2001-12-06,Souza,AM,2023-12-25,Orgânico,pf,709
368,Yan Vargas,bdas-neves@example.org,f,1953-02-02,Pastor das Pedras,Sergipe,2023-08-07,Orgânico,PF,808
369,Dr. Lucas Gabriel Machado,sophiaalmeida@example.org,f,1985-12-18,Machado das Flores,São Paulo,2024-01-27,Social,pf,384
370,Cecilia Cunha,danilo89@example.org,f,1989-09-13,da Luz,RN,2025-09-19,Organico,PJ,484
371,Juan da Costa,rodrigomoraes@example.com,m,1986-06-26,Silva do Galho,Rondônia,2024-07-08,Ads,PF,635
372,Danilo Pastor,sophiejesus@example.com,m,1954-05-01,Araújo do Norte,Bahia,2023-06-23,Organico,PJ,736
373,Stephany Borges,camaratheo@example.com,F,1963-01-20,Ferreira do Galho,pi,2024-04-07,Organico,pf,757
374,Lavínia da Mota,brayanazevedo@example.com,M,2006-09-04,da Costa de Silva,ba,2023-12-23,Orgânico,PJ,745
375,Maria Vitória Sá,giovannaaragao@example.com,m,1959-07-16,Moreira dos Dourados,rs,2024-10-02,Ads,PF,715
376,José Pedro Vasconcelos,stephanybrito@example.net,m,1946-11-22,Machado Grande,am,2025-08-09,ads,PF,446
377,Otávio Macedo,benjamin81@example.com,f,1943-02-24,Sales,TO,2023-10-30,ads,PF,541
378,Davi Miguel Nogueira,da-pazsabrina@example.org,m,1960-01-04,Cardoso do Amparo,Rio Grande do Sul,2023-09-11,Organico,PJ,333
379,José Pedro Vieira,mariananascimento@example.com,F,1999-03-12,Siqueira da Prata,pe,2026-01-13,Organico,pf,680
380,Natália Pimenta,heloisa84@example.com,f,1943-12-24,Garcia Grande,MG,2024-10-13,Social,PF,842
381,Eloá Cirino,mda-rosa@example.net,m,1974-07-25,da Mata de Aparecida,Acre,2024-11-02,Orgânico,PJ,585
382,Srta. Ísis Moraes,kda-rosa@example.net,F,1958-12-06,Andrade,TO,2025-04-14,Ads,PJ,490
383,Vinícius Mendes,asiqueira@example.net,f,1968-05-23,Pereira Grande,am,2025-07-12,Organico,PJ,420
384,Evelyn Campos,vitoria46@example.net,m,1970-12-17,Cavalcante de Borges,Pará,2024-09-29,Organico,PF,592
385,Pietra Sousa,bcostela@example.net,f,1976-04-15,Moreira Alegre,AL,2023-12-16,Ads,PF,375
386,Maria Monteiro,oda-cruz@example.com,f,1956-05-01,Pacheco da Mata,RS,2024-10-28,Organico,PF,627
387,Lara da Rosa,freitashelena@example.com,m,1984-11-11,Sales do Sul,pb,2025-07-14,Ads,PJ,855
388,Pedro Moreira,diogoda-mota@example.com,m,2003-02-17,Nogueira,Amapá,2025-06-02,ads,PJ,478
389,Igor da Rocha,liamda-paz@example.net,m,1961-12-14,Casa Grande,rn,2023-12-11,ads,PF,505
390,Rhavi Rios,nogueirabento@example.net,F,1995-03-31,Cardoso,DF,2024-07-29,Organico,PF,669
391,Júlia Nunes,ravi-lucca43@example.org,m,2000-10-10,Peixoto de Pacheco,Pará,2025-11-23,Social,PF,388
392,Sra. Luiza Brito,casa-grandeayla@example.com,M,1978-08-15,Campos,Rondônia,2024-02-14,Organico,PJ,790
393,Isabel Cassiano,guilherme87@example.com,f,1943-03-28,Farias,Bahia,2023-08-10,Social,PF,428
394,Ana Beatriz Nascimento,davi94@example.net,m,1945-07-21,Cirino,al,2024-04-08,Ads,pf,777
395,Dr. Apollo da Rocha,correiaclarice@example.org,m,2004-10-20,Nogueira de Mendes,RJ,2025-12-19,Social,PJ,486
396,Brayan Pinto,samuel40@example.com,F,1943-10-21,Albuquerque,São Paulo,2025-01-02,Social,PF,427
397,Eloah Gonçalves,xcaldeira@example.com,F,1978-03-23,da Luz da Mata,Paraíba,2023-03-18,ads,PF,630
398,Thales da Mata,ana-beatriz10@example.com,F,1989-12-26,Freitas,Paraná,2024-05-23,Social,pf,380
399,Lorena Fernandes,jcorreia@example.net,m,2000-07-09,Aparecida,RR,2025-04-24,Social,pf,428
400,Heloisa da Luz,lopesleticia@example.net,m,1969-08-04,Correia da Praia,pe,2025-08-05,Social,PF,814
401,Valentim da Luz,salesalice@example.org,F,1950-07-19,Guerra da Serra,pa,2024-02-29,Social,PF,475
402,Maria Vitória Cavalcante,novaesthales@example.net,m,1974-02-08,Pinto,sc,2024-01-05,Ads,PF,383
403,Enzo Gabriel Costa,miguel65@example.org,M,1989-03-17,Souza da Praia,ac,2023-10-23,Social,pf,515
404,Emanuel Ribeiro,almeidagiovanna@example.org,f,1999-06-24,Monteiro do Norte,am,2024-06-07,Ads,pf,858
405,Enzo Gabriel Pacheco,antonellavargas@example.org,m,1990-10-23,Cirino do Norte,pb,2023-12-11,Orgânico,pf,550
406,Leandro Costela,fnovaes@example.com,f,1980-10-18,Novais,Alagoas,2023-07-18,Organico,PF,361
407,Sra. Sofia Rezende,casa-grandelucas@example.net,F,1972-01-25,Barbosa,Santa Catarina,2025-01-24,Organico,pf,775
408,Ester Pires,maria-juliacaldeira@example.com,F,1976-01-31,Machado do Amparo,Alagoas,2023-12-01,Social,PF,620
409,Maria Albuquerque,bellanovais@example.com,m,1994-08-10,Monteiro,pr,2024-07-14,Orgânico,pf,433
410,Rebeca Ribeiro,barrossamuel@example.org,m,1971-01-02,Guerra,ms,2025-09-08,Social,PF,626
411,Laura Freitas,diegoaragao@example.com,F,1950-09-03,da Rocha do Amparo,Maranhão,2025-10-21,Ads,pf,760
412,Elisa Abreu,ana-luiza99@example.com,F,2001-06-08,Monteiro de Marques,RJ,2025-10-28,Ads,PF,597
413,Isadora Ferreira,ufernandes@example.net,f,1968-05-21,Aparecida Verde,pb,2023-06-27,Organico,PF,463
414,Gabriel Souza,mcavalcante@example.net,m,1951-11-27,da Costa do Norte,mt,2025-05-10,Orgânico,PF,463
415,Rebeca Gomes,luiz-gustavogoncalves@example.org,f,2001-05-16,Cirino de Caldeira,ba,2024-02-09,Organico,pf,615
416,Isabela Novaes,benjamim96@example.com,f,1973-08-15,Câmara de Barros,PR,2024-01-22,Ads,pf,817
417,Leonardo Alves,aylla89@example.net,f,2007-08-11,Fonseca de Sampaio,PA,2025-01-21,ads,PJ,661
418,Juliana Fogaça,sarah46@example.net,M,1980-08-14,Nascimento das Flores,ES,2025-11-18,Orgânico,pf,781
419,Sra. Maria Sophia Rios,iramos@example.com,m,2007-05-04,Câmara,go,2023-06-05,Ads,PF,741
420,Dr. Thomas da Costa,camilasilva@example.org,F,1955-01-19,Montenegro,São Paulo,2023-10-25,Orgânico,pf,674
421,Manuella Fonseca,matteoabreu@example.net,M,1982-07-25,Albuquerque Verde,Tocantins,2025-08-04,Ads,PJ,875
422,Dr. Ravi Pereira,cpacheco@example.com,F,1994-05-15,Sales,Paraíba,2023-06-26,Social,pf,375
423,Ana Julia Garcia,fernandesmateus@example.com,f,1972-02-24,Costela do Oeste,ce,2024-08-15,Organico,PJ,586
424,Samuel Casa Grande,uteixeira@example.org,M,1948-11-27,Pereira,MA,2025-07-30,Ads,pf,682
425,Maya Castro,mleao@example.net,m,1972-11-18,Vieira,pi,2024-10-26,Orgânico,PF,503
426,Ana Júlia Ribeiro,kbrito@example.com,f,1960-07-19,Pastor,rn,2024-11-28,Ads,PF,339
427,Theodoro Rodrigues,josesilva@example.net,F,1954-12-16,Sá,rn,2025-01-04,Orgânico,pf,831
428,Ester Brito,marianecirino@example.com,f,1993-04-19,Monteiro,SE,2025-11-05,Social,PJ,443
429,Srta. Maria Sophia Rodrigues,hellenamontenegro@example.com,m,2005-02-09,Peixoto Alegre,al,2024-06-20,Orgânico,PF,702
430,Sarah Carvalho,znunes@example.org,m,1967-01-17,das Neves,es,2024-12-02,Orgânico,PJ,821
431,Yan Andrade,casa-grandebenjamin@example.org,f,1995-09-01,Macedo,rs,2025-12-24,Social,pf,786
432,Sra. Ana Beatriz Sousa,benicio83@example.net,M,1990-06-11,da Paz,Paraíba,2023-03-18,Orgânico,PJ,412
433,Lunna Pimenta,emillyaragao@example.net,f,1975-10-05,Macedo,mg,2024-05-14,Orgânico,PJ,327
434,Gabriel Ramos,bryanbrito@example.org,f,1985-10-21,Siqueira das Flores,Acre,2025-11-13,Social,PJ,533
435,Rael Barbosa,zsilveira@example.net,M,1995-10-23,Barros,pr,2024-04-09,Organico,PF,836
436,Maria Fernanda Lopes,paulo67@example.org,f,1947-05-20,Oliveira Grande,MA,2024-02-24,ads,PF,886
437,Vitória Nunes,tcastro@example.org,M,1970-09-09,Souza,PE,2025-03-22,Ads,pf,621
438,Rebeca Novaes,daviramos@example.net,f,1960-11-22,Carvalho da Mata,SE,2024-05-09,Organico,PJ,508
439,Jade Freitas,yalmeida@example.net,f,1990-03-31,Macedo das Flores,ap,2023-05-27,Social,pf,363
440,Sra. Lara Costa,pbrito@example.org,F,2002-03-09,Albuquerque,rn,2024-01-24,ads,PJ,632
441,Arthur da Rosa,francisco18@example.com,f,1956-09-22,Rodrigues de Câmara,se,2023-10-05,Organico,pf,477
442,Ana Liz Brito,ymoraes@example.org,f,1978-05-30,Ramos de Cavalcante,sp,2023-02-06,Orgânico,PJ,662
443,João Miguel Vasconcelos,matheus12@example.org,m,1968-11-21,Pires,to,2023-03-11,Organico,PF,552
444,Alana Silva,scaldeira@example.com,m,1962-07-29,Siqueira da Praia,pr,2024-02-09,Orgânico,PF,604
445,José Miguel Farias,gabriel73@example.com,m,1953-02-27,Camargo,df,2026-01-09,ads,PJ,800
446,Dr. Enzo Gabriel Caldeira,nascimentobryan@example.com,m,2007-02-20,Costela,Pernambuco,2025-12-14,Orgânico,PJ,580
447,Asafe Alves,siqueirasarah@example.net,m,1958-04-17,Pastor Alegre,MS,2023-04-18,Social,PJ,856
448,Heloisa Brito,tbarbosa@example.net,f,2002-09-29,Sales,Bahia,2023-04-19,Orgânico,PF,597
449,Liam Duarte,siqueiraalana@example.com,M,1983-09-01,Mendonça de Cardoso,Distrito Federal,2023-02-13,Ads,pf,752
450,Hellena Siqueira,marcelosampaio@example.net,m,1996-10-12,Azevedo das Flores,sc,2024-05-25,Organico,PF,506
451,Luiz Fernando da Paz,vieiramaite@example.org,m,2006-01-23,Gomes Alegre,ms,2024-11-15,Orgânico,PF,411
452,Sra. Anna Liz Castro,vcunha@example.org,F,1991-03-12,Campos,PB,2024-04-19,Ads,PJ,843
453,Otto da Rosa,tmoura@example.org,F,1955-02-25,Vieira Paulista,ap,2024-11-21,ads,PF,402
454,Emanuelly da Cruz,plima@example.org,f,1972-03-06,Aragão dos Dourados,Tocantins,2024-06-05,Organico,PF,440
455,Esther Jesus,acunha@example.net,M,1991-03-19,Novaes Grande,pe,2023-05-06,ads,pf,787
456,André Rocha,limaanthony@example.com,f,2001-05-22,Andrade dos Dourados,mg,2025-04-04,ads,pf,628
457,Emanuella Lima,vianacamila@example.net,m,1953-12-01,Dias de Minas,go,2025-11-24,Ads,PF,887
458,Amanda Farias,fonsecaluan@example.net,F,1955-03-05,Sousa,ma,2023-03-25,Ads,PF,727
459,Julia Sales,silvapedro-lucas@example.com,F,1999-07-28,Silveira,MA,2023-05-17,Organico,pf,490
460,Cecília Viana,beniciofernandes@example.org,m,1966-01-29,Sousa,ES,2023-10-03,Ads,pf,881
461,Mathias Souza,maria-luisa37@example.com,M,1990-10-18,Alves,Distrito Federal,2025-02-09,Orgânico,pf,856
462,Hellena Borges,tsilveira@example.net,f,1991-07-18,Alves da Praia,ES,2023-10-01,Social,pf,579
463,Dra. Daniela Moraes,danielda-cunha@example.net,F,1958-08-29,Borges,PR,2025-12-28,Orgânico,PF,769
464,Brenda Câmara,eloa63@example.net,m,1971-02-10,Castro da Praia,sc,2024-09-14,ads,PF,645
